name,dataset,n_params,time,epoch,test_loss,correct,accuracy,date
stcoordconv,mnist,34140,4,1,0.7244827129364013,4176,0.8352,2021-12-05 19:41:45
stcoordconv,mnist,34140,10,2,0.20236393115520476,4731,0.9462,2021-12-05 19:41:45
stcoordconv,mnist,34140,16,3,0.13470590596199036,4795,0.959,2021-12-05 19:41:45
stcoordconv,mnist,34140,21,4,0.09429516370296478,4848,0.9696,2021-12-05 19:41:45
stcoordconv,mnist,34140,27,5,0.13487670960426332,4789,0.9578,2021-12-05 19:41:45
stcoordconv,mnist,34140,32,6,0.0750142858862877,4880,0.976,2021-12-05 19:41:45
stcoordconv,mnist,34140,38,7,0.08051453070640564,4871,0.9742,2021-12-05 19:41:45
stcoordconv,mnist,34140,43,8,0.06436246915757655,4895,0.979,2021-12-05 19:41:45
stcoordconv,mnist,34140,48,9,0.07559405366778374,4883,0.9766,2021-12-05 19:41:45
stcoordconv,mnist,34140,54,10,0.07083187643289567,4893,0.9786,2021-12-05 19:41:45
stcoordconv,mnist,34140,60,11,0.06308529748916626,4896,0.9792,2021-12-05 19:41:45
stcoordconv,mnist,34140,65,12,0.05719158110618591,4907,0.9814,2021-12-05 19:41:45
stcoordconv,mnist,34140,71,13,0.06053701131641865,4901,0.9802,2021-12-05 19:41:45
stcoordconv,mnist,34140,76,14,0.05510596190094948,4912,0.9824,2021-12-05 19:41:45
stcoordconv,mnist,34140,82,15,0.056698805809020994,4906,0.9812,2021-12-05 19:41:45
stcoordconv,mnist,34140,87,16,0.04945828199237585,4934,0.9868,2021-12-05 19:41:45
stcoordconv,mnist,34140,93,17,0.04648757922127843,4928,0.9856,2021-12-05 19:41:45
stcoordconv,mnist,34140,98,18,0.06196780395656824,4911,0.9822,2021-12-05 19:41:45
stcoordconv,mnist,34140,104,19,0.05308722902908921,4928,0.9856,2021-12-05 19:41:45
stcoordconv,mnist,34140,110,20,0.04710992986038327,4925,0.985,2021-12-05 19:41:45
