name,dataset,n_params,time,epoch,test_loss,correct,accuracy,date
coordconv,mnist,28620,4,1,0.6166311069488526,4302,0.8604,2021-12-05 19:08:23
coordconv,mnist,28620,8,2,0.31814928560256955,4575,0.915,2021-12-05 19:08:23
coordconv,mnist,28620,13,3,0.24322322340011596,4665,0.933,2021-12-05 19:08:23
coordconv,mnist,28620,18,4,0.19430035486221314,4717,0.9434,2021-12-05 19:08:23
coordconv,mnist,28620,22,5,0.16375041284561156,4764,0.9528,2021-12-05 19:08:23
coordconv,mnist,28620,27,6,0.1421757708311081,4798,0.9596,2021-12-05 19:08:23
coordconv,mnist,28620,32,7,0.13105009392499925,4796,0.9592,2021-12-05 19:08:23
coordconv,mnist,28620,37,8,0.11861421103477478,4825,0.965,2021-12-05 19:08:23
coordconv,mnist,28620,41,9,0.10976291431188584,4837,0.9674,2021-12-05 19:08:23
coordconv,mnist,28620,46,10,0.10694177845716477,4841,0.9682,2021-12-05 19:08:23
coordconv,mnist,28620,50,11,0.096567311668396,4851,0.9702,2021-12-05 19:08:23
coordconv,mnist,28620,55,12,0.09148307821750641,4855,0.971,2021-12-05 19:08:23
coordconv,mnist,28620,60,13,0.08602596460580826,4859,0.9718,2021-12-05 19:08:23
coordconv,mnist,28620,64,14,0.08267637677788735,4872,0.9744,2021-12-05 19:08:23
coordconv,mnist,28620,69,15,0.07843471777439118,4876,0.9752,2021-12-05 19:08:23
coordconv,mnist,28620,74,16,0.07690828074216843,4878,0.9756,2021-12-05 19:08:23
coordconv,mnist,28620,79,17,0.07258012177944183,4884,0.9768,2021-12-05 19:08:23
coordconv,mnist,28620,83,18,0.07322563740313053,4880,0.976,2021-12-05 19:08:23
coordconv,mnist,28620,88,19,0.06851152725517749,4888,0.9776,2021-12-05 19:08:23
coordconv,mnist,28620,92,20,0.06703370599746704,4902,0.9804,2021-12-05 19:08:23
