name,dataset,n_params,time,epoch,test_loss,correct,accuracy,date
stnet,fashion-mnist,27360,3,1,0.7992573784828186,3587,0.7174,2021-12-05 20:58:19
stnet,fashion-mnist,27360,7,2,0.6734741685867309,3719,0.7438,2021-12-05 20:58:19
stnet,fashion-mnist,27360,12,3,0.5741174642086029,3906,0.7812,2021-12-05 20:58:19
stnet,fashion-mnist,27360,16,4,0.5587183468341828,3971,0.7942,2021-12-05 20:58:19
stnet,fashion-mnist,27360,21,5,0.5133993319511414,4035,0.807,2021-12-05 20:58:19
stnet,fashion-mnist,27360,25,6,0.491782643032074,4095,0.819,2021-12-05 20:58:19
stnet,fashion-mnist,27360,30,7,0.4853960669517517,4088,0.8176,2021-12-05 20:58:19
stnet,fashion-mnist,27360,34,8,0.4638884205818176,4159,0.8318,2021-12-05 20:58:19
stnet,fashion-mnist,27360,38,9,0.45588567810058594,4187,0.8374,2021-12-05 20:58:19
stnet,fashion-mnist,27360,43,10,0.45114177842140196,4177,0.8354,2021-12-05 20:58:19
stnet,fashion-mnist,27360,47,11,0.43448970503807066,4215,0.843,2021-12-05 20:58:19
stnet,fashion-mnist,27360,52,12,0.46370964879989623,4150,0.83,2021-12-05 20:58:19
stnet,fashion-mnist,27360,56,13,0.43373928370475767,4237,0.8474,2021-12-05 20:58:19
stnet,fashion-mnist,27360,60,14,0.415500509595871,4256,0.8512,2021-12-05 20:58:19
stnet,fashion-mnist,27360,65,15,0.42226330494880676,4252,0.8504,2021-12-05 20:58:19
stnet,fashion-mnist,27360,69,16,0.41958986845016477,4250,0.85,2021-12-05 20:58:19
stnet,fashion-mnist,27360,73,17,0.42107378339767454,4220,0.844,2021-12-05 20:58:19
stnet,fashion-mnist,27360,78,18,0.39871836199760435,4294,0.8588,2021-12-05 20:58:19
stnet,fashion-mnist,27360,82,19,0.40054746413230896,4284,0.8568,2021-12-05 20:58:19
stnet,fashion-mnist,27360,87,20,0.40195468463897704,4271,0.8542,2021-12-05 20:58:19
stnet,fashion-mnist,27360,91,21,0.4336818455696106,4180,0.836,2021-12-05 20:58:19
stnet,fashion-mnist,27360,95,22,0.3858819508552551,4315,0.863,2021-12-05 20:58:19
stnet,fashion-mnist,27360,100,23,0.39277325139045716,4297,0.8594,2021-12-05 20:58:19
stnet,fashion-mnist,27360,104,24,0.4056589716434479,4275,0.855,2021-12-05 20:58:19
stnet,fashion-mnist,27360,109,25,0.38323237528800963,4312,0.8624,2021-12-05 20:58:19
stnet,fashion-mnist,27360,113,26,0.384970313501358,4297,0.8594,2021-12-05 20:58:19
stnet,fashion-mnist,27360,118,27,0.41587049417495725,4276,0.8552,2021-12-05 20:58:19
stnet,fashion-mnist,27360,122,28,0.3794549283027649,4347,0.8694,2021-12-05 20:58:19
stnet,fashion-mnist,27360,126,29,0.39194916334152224,4325,0.865,2021-12-05 20:58:19
stnet,fashion-mnist,27360,131,30,0.3817615176677704,4321,0.8642,2021-12-05 20:58:19
