name,dataset,n_params,time,epoch,test_loss,correct,accuracy,date
stnet,mnist,27360,4,1,0.4450543648481369,4444,0.8888,2021-12-05 16:35:59
stnet,mnist,27360,8,2,0.16351220388263463,4773,0.9546,2021-12-05 16:35:59
stnet,mnist,27360,12,3,0.13662937960624694,4793,0.9586,2021-12-05 16:35:59
stnet,mnist,27360,16,4,0.10242658041715622,4854,0.9708,2021-12-05 16:35:59
stnet,mnist,27360,20,5,0.09057192442715167,4865,0.973,2021-12-05 16:35:59
stnet,mnist,27360,25,6,0.07738591283336282,4877,0.9754,2021-12-05 16:35:59
stnet,mnist,27360,29,7,0.0712172330185771,4888,0.9776,2021-12-05 16:35:59
stnet,mnist,27360,33,8,0.2617441630244255,4561,0.9122,2021-12-05 16:35:59
stnet,mnist,27360,38,9,0.06961304771602153,4887,0.9774,2021-12-05 16:35:59
stnet,mnist,27360,42,10,0.07215593251809478,4896,0.9792,2021-12-05 16:35:59
stnet,mnist,27360,46,11,0.061071964823454616,4915,0.983,2021-12-05 16:35:59
stnet,mnist,27360,50,12,0.06660359140620567,4912,0.9824,2021-12-05 16:35:59
stnet,mnist,27360,54,13,0.05466192156076431,4921,0.9842,2021-12-05 16:35:59
stnet,mnist,27360,59,14,0.05874401955604553,4923,0.9846,2021-12-05 16:35:59
stnet,mnist,27360,63,15,0.06303482227977365,4913,0.9826,2021-12-05 16:35:59
stnet,mnist,27360,67,16,0.08838725551506504,4861,0.9722,2021-12-05 16:35:59
stnet,mnist,27360,71,17,0.0463173708576709,4920,0.984,2021-12-05 16:35:59
stnet,mnist,27360,75,18,0.05569066064432263,4925,0.985,2021-12-05 16:35:59
stnet,mnist,27360,80,19,0.046020904245227576,4930,0.986,2021-12-05 16:35:59
stnet,mnist,27360,84,20,0.048274655504524706,4923,0.9846,2021-12-05 16:35:59
